homeid,date,context,context_cluster,norm_block_00,norm_block_02,norm_block_04,norm_block_06,norm_block_08,norm_block_10,norm_block_12,norm_block_14,norm_block_16,norm_block_18,norm_block_20,norm_block_22
61,2016-12-30,Winter_Weekday,1,0.0036285504296326,0.0,0.0005563180906963,0.1039330398996316,0.1728061175676154,0.3825425683152989,1.0,0.2176589329971432,0.3411916952677882,0.3198029478538757,0.3049550603957482,0.2707039940367732
61,2017-01-02,Winter_Weekday,3,0.0,0.0104685702665163,0.0035056568513333,0.1025743680731835,0.3991364868286242,0.3784928769495139,0.0187430417711921,0.4096445776794438,0.0041593691825443,1.0,0.4418615518566507,0.2796117796050149
61,2017-01-03,Winter_Weekday,2,0.0057080194445121,0.0046656686083827,0.0046696425065957,0.0,0.5468394686932424,0.4160158074401989,0.0435534576314369,0.1088936130291566,1.0,0.3434357047647957,0.3034713849959136,0.2691709653630295
61,2017-01-04,Winter_Weekday,1,0.0832996287916004,0.0043395307992693,0.0,0.0827242723958394,0.3592735273127902,1.0,0.3712902389162416,0.4581963343529275,0.4782930993884344,0.4413027087120175,0.1992070511801621,0.2658625212058743
61,2017-01-05,Winter_Weekday,4,0.1268188690313872,0.0073331785343613,0.0,0.0185545447373742,0.5136967189076235,1.0,0.7873766646898332,0.4223626154232407,0.5076508297353131,0.7007388654033299,0.7073764452218751,0.704921789492885
61,2017-01-06,Winter_Weekday,3,0.0915222051170419,0.0033517578082339,0.0,0.0881963206373428,0.238187225303865,0.2943301275323723,0.0108445334928824,1.0,0.1837621409784825,0.8406914001163411,0.4523850504006166,0.3767956275075301
61,2017-01-09,Winter_Weekday,3,0.0010558818004678,0.0030872912543783,0.1601329340948322,0.6432298156760803,0.2876293001693713,0.0,0.1207246816604927,0.0075416863423793,0.3535927774219145,1.0,0.5347448056967726,0.1163207435376818
61,2017-01-10,Winter_Weekday,2,0.0140812552350897,0.0099062647844139,0.0,0.4058568307838573,0.1096215916623392,0.0033738898007939,0.0033793896731797,0.0009723944333898,1.0,0.568516463399598,0.456895149882862,0.2228112782557477
61,2017-01-11,Winter_Weekday,3,3.009711416527465e-05,0.0016973792389322,0.0,0.2126261299091399,0.0968642505787799,0.0001925408181662,0.0007375479267158,0.0006046675621349,0.2273596606915382,1.0,0.4070318145800641,0.1214983884212272
61,2017-01-12,Winter_Weekday,3,0.0018438479210573,5.055043237569911e-05,0.1780829684969233,0.1705747233761661,0.2395134273942425,0.0028004904947919,0.1183871294237628,0.0,0.7007627507103471,1.0,0.5740461143277035,0.4377454188680569
61,2017-01-13,Winter_Weekday,3,0.0048220208216034,0.0020648082172716,0.117061812509138,0.4516927389997864,0.0042974422356289,0.0,0.0028681355775005,0.004090433712415,0.3111502093059059,1.0,0.5883172634101799,0.5137036957478264
61,2017-01-16,Winter_Weekday,0,0.0047386651892963,0.0052949956383821,0.0,1.0,0.0241421013189189,0.0028971441894698,0.0068331936751982,0.0026219119679958,0.042793889999051,0.6087521954762263,0.262412285667664,0.110022780650117
61,2017-01-17,Winter_Weekday,2,0.0003461808521528,0.0015415106591603,0.0008552012641515,0.2250781157590281,0.1011145989278036,0.000961407375562,0.0011728568457671,0.0,1.0,0.9488418848826412,0.348832510962831,0.0400273896743312
61,2017-01-18,Winter_Weekday,3,0.0132084686749668,0.0015234494279702,0.0,0.5253192750886295,0.422319863624828,0.0080574242445835,0.2012320156915786,0.0118673762648463,0.3560508969611303,1.0,0.925871562615874,0.0997407373302357
61,2017-01-19,Winter_Weekday,3,0.0,0.0331390555806611,0.03298203086199,0.3304558403474376,0.1265404040044393,0.4842138002468173,0.0037067171181356,0.0029524713467641,0.1692501084966341,1.0,0.2232968829006014,0.1185862015604175
61,2017-01-20,Winter_Weekday,2,0.0405857879350347,0.0273787573218337,0.0004287921420295,0.3008709477059106,0.1256045985940843,0.0,0.0007404468002859,0.0021180918716896,1.0,0.8594682385371712,0.3070662397760948,0.3166402158735856
61,2017-01-23,Winter_Weekday,2,0.0002123698589749,0.0016805715123635,0.0,0.3748557261622083,0.1769848928997308,0.0187898168671124,0.0201597535544678,0.0183630700769397,1.0,0.5867755367905929,0.2261762448837164,0.2067039192906424
61,2017-01-24,Winter_Weekday,3,0.0028213394396615,0.0,0.0708226688353152,0.3342986301711271,0.1420866087598409,0.0036027419135869,0.0002933973158981,0.0017965579364419,0.068570436987578,1.0,0.4470673866286478,0.3518199401303662
61,2017-01-25,Winter_Weekday,2,0.0038580375158818,0.0,0.0016697942316625,0.3947903593418994,0.1423828138440959,0.0007682932362234,0.0061496609172152,9.542610189281765e-05,0.6985700182752657,1.0,0.4509988162235384,0.111150577514512
61,2017-01-26,Winter_Weekday,0,0.0009689919420881,0.0139066999455351,0.1148381067017386,1.0,0.0904617468266513,0.0,0.0724565371066804,0.0030681378366258,0.1577692772143694,0.6609730689808336,0.537677866326653,0.2597732382011837
61,2017-01-27,Winter_Weekday,3,0.016313477065495,0.0075618724286556,0.0015029272078359,0.8020845429069475,0.3699839251392888,0.0131582612617878,0.0,0.1814094612106396,0.1951522750359206,1.0,0.957789141478455,0.915102389002582
61,2017-01-30,Winter_Weekday,3,0.0050838596171384,0.0128668870319958,0.0496039465614387,0.4086422293971151,0.1124793689106185,0.0012494287662231,0.0,0.0578097675352566,0.1737140126601367,1.0,0.6006745402573533,0.0343923659669649
61,2017-01-31,Winter_Weekday,2,0.0,0.0006522875232662,0.0611535966737745,0.4464952838455039,0.1053019961564532,0.0015902421201769,0.0015095730302844,0.0027581880763627,0.8010665164674651,1.0,0.393924538588997,0.132897428110143
61,2017-02-01,Winter_Weekday,3,0.0002565716606384,0.0036696214666227,0.0025142754651496,0.2982683657534903,0.0774314683756547,0.0041056414672494,0.0010510020841847,0.0,0.0532878823415758,0.2837953711977367,1.0,0.3058023600544413
61,2017-02-02,Winter_Weekday,3,0.0037074639477779,0.1459455002439476,0.2017138363578101,0.4387960257762788,0.2399767834720817,0.0038092058859641,0.0089621899499001,0.0,0.2803777989684157,1.0,0.6286899264126783,0.202106484895109
61,2017-02-03,Winter_Weekday,3,0.0464149106214292,0.0436461957708604,0.1462625072069971,0.8623929255930081,0.0556834728437,0.1002501817654344,0.0932257447546849,0.0,0.4672570712706975,1.0,0.3191652434812474,0.3310603653904878
61,2017-02-06,Winter_Weekday,4,0.0,0.0068244107992577,0.1818157178907939,0.9269922439827056,0.8657933381943977,0.7978460424463756,0.327021914204575,0.1438839291516201,0.6750706545717131,1.0,0.769459072119913,0.0805086123234518
61,2017-02-07,Winter_Weekday,0,0.0,0.0488789758122815,0.1310386896275965,0.3668201524557138,1.0,0.3023988130093428,0.3382190490787607,0.1580892099893782,0.3231264502921328,0.3323018130388409,0.238056374998518,0.1411707977828959
61,2017-02-08,Winter_Weekday,3,0.0,0.0029599858830592,0.0022081090149166,0.3467337950251907,0.093749320311313,0.0028844556047208,0.0004026158370078,0.0491884812277536,0.0247085575578874,1.0,0.1971123873671749,0.0746733294441607
61,2017-02-09,Winter_Weekday,3,0.0049643329663775,0.0034180332259468,0.1031087842220076,0.2453078995883812,0.0581933016177702,0.0062595595732377,0.0023030705820061,0.0,0.2038505844035786,1.0,0.3016741384231396,0.28997950414995
61,2017-02-13,Winter_Weekday,3,0.0700055446820455,0.0620023116226785,0.0,0.5118791341767671,0.1867957524723448,0.0025507650447738,0.0249092333475929,0.0016471479178327,0.2136974338047998,0.6090680223208312,1.0,0.0225618231545123
61,2017-02-14,Winter_Weekday,3,0.0057898491545494,0.0,0.1385693986124399,0.2549957539748117,0.0778387902418924,0.0027409825134186,0.0034927331693478,0.0033935317422371,0.2090704506766842,0.793480765677671,1.0,0.1848667535620424
61,2017-02-15,Winter_Weekday,2,0.0,0.078266988336095,0.0815482868056433,0.5860215394263308,0.3034308841965616,0.1559268028074039,0.1560951610173551,0.1657855120369507,1.0,0.3712122795478803,0.3659854665447624,0.022813088735788
61,2017-02-16,Winter_Weekday,2,0.0045953935716291,0.0050125333385671,0.1716061547160526,1.0,0.0031243270809372,0.0,0.0919591555907403,0.00844386775881,0.7305235481442068,0.7874493944731845,0.2616246982234251,0.2319491676930523
61,2017-02-17,Winter_Weekday,3,0.0264696664444969,0.0007338666878586,0.2961432011447056,0.9427414575468444,0.3519574633765404,0.0,0.2377311988969614,0.0132354710423577,0.2436418646469521,1.0,0.7386856120140725,0.4329988889118456
61,2017-02-20,Winter_Weekday,3,0.0060644525863252,0.0057970105333514,0.1018326994725033,1.0,0.0118875902518647,0.0002926590379042,0.0,0.00749630270532,0.2464348471886925,0.8671333282357415,0.467974180355112,0.0794048125879311
61,2017-02-21,Winter_Weekday,2,0.0035568604136901,0.0034775906725814,0.170364942534376,0.3432555400800817,0.0051281212854047,0.0047766531259178,0.0049620401515118,0.0,1.0,0.9571846956503662,0.2620300036783884,0.1034180524615726
61,2017-02-22,Winter_Weekday,3,0.0035353968195387,0.0010389608571245,0.0614189253014604,0.2943872009291105,0.0015233325940922,0.0024001511364555,0.0,0.0036827136698209,0.2038964228884353,1.0,0.2738701095281042,0.1119755496959902
61,2017-02-23,Winter_Weekday,2,0.0074038806933103,0.0057724846078061,0.1469298569499699,0.303577940854248,0.0178360428147048,0.0058029859545047,0.089673817726967,0.0,1.0,0.916207807500716,0.4270118993711086,0.3470205542040599
61,2017-02-24,Winter_Weekday,2,0.0039528749348702,0.0020637874784544,0.0729654196295468,0.1687462107088161,0.0129805036354328,0.0007607986545257,0.0025137256923296,0.0,1.0,0.3556574345204059,0.4940026314231064,0.1330882049963527
61,2017-02-27,Winter_Weekday,3,0.003456039920874,0.0041941811237227,0.1182865042612055,0.303214995459606,0.0112473738831596,0.0,0.0008635061953546,0.0445444577856098,0.1063281835794034,1.0,0.3304798603114863,0.2399435090051546
61,2017-02-28,Winter_Weekday,3,0.0742914064769707,0.081823376038064,0.1335003857580222,0.2204938996863578,0.0512133950057849,0.0,0.3479421038259842,0.0541835394823985,0.3336301383983973,1.0,0.3589635294703803,0.2401881627196568
62,2016-12-01,Winter_Weekday,3,0.0313245033341086,0.0171625272896216,0.0204387419922785,0.1662480870800015,0.4942784171780049,0.4005254463074938,0.0096975795078934,0.0,0.2846919052287014,1.0,0.6782280503396648,0.1058507226567201
62,2016-12-02,Winter_Weekday,4,0.0719108062330409,0.0621516549612068,0.0516156128983583,0.7030686704398328,0.7859731127111047,0.4024453679063741,0.2084775968726198,0.2747212499194445,0.5498190029271541,1.0,0.0,0.0763504515652409
62,2016-12-05,Winter_Weekday,3,0.0303605297796895,0.0052915624501038,0.0,0.1289797920786382,0.7559337601911551,0.0979379421553781,0.0369457341869815,0.0320233482313345,0.0268274906323893,1.0,0.4976617296984741,0.1271935681711493
62,2016-12-06,Winter_Weekday,3,0.0409441461983725,0.0421478087021234,0.180192808802464,0.2660507829652386,0.1921290763860397,0.0051655587060098,0.0040763568844207,0.0,0.0193172788151888,1.0,0.7655851234760117,0.9637088830674252
62,2016-12-07,Winter_Weekday,3,0.4672470801791952,0.0108215371745999,0.0,0.0888638964694742,0.8544271059811238,0.058420138095939,0.0874606031144153,0.3771211439974912,0.0132424995028519,1.0,0.7992561039462224,0.1667573437068107
62,2016-12-08,Winter_Weekday,3,0.0265511467638368,0.0176044972388275,0.0,0.4655662612418467,0.6758501206476358,0.2981113651832666,0.0727935592122073,0.0472179224387166,0.3320923960599219,1.0,0.8053735483013765,0.4528053994593938
62,2016-12-09,Winter_Weekday,3,0.0400968031441118,0.0228291953256269,0.0736793240262137,0.1610925681741312,0.2028320501671294,0.0427060489235859,0.0098089351015661,0.0,0.0286700790003805,0.4362006083097107,1.0,0.325342756214143
62,2016-12-12,Winter_Weekday,4,0.1321780137583257,0.0081188141795947,0.0030082291631667,0.4001456052064703,0.5540813342637426,0.5940021753325266,0.0,0.2099202125281505,0.469615764521929,1.0,0.1657588389494941,0.5165558117088973
62,2016-12-13,Winter_Weekday,3,0.025314490767262,0.0,0.0171029502067826,0.5002794167020667,0.2191729419475519,0.2041805756879173,0.0363337193240646,0.0209863421140461,0.0971969434397864,0.5125544317702863,0.4073456227966602,1.0
62,2016-12-14,Winter_Weekday,3,0.5734174328415481,0.4099018096082931,0.0893802334566143,0.1092936967803794,0.1207602071996596,0.0024107855650065,0.0002006535330963,0.0,0.1819266562473893,0.3064364296751884,1.0,0.5573660028347226
62,2016-12-15,Winter_Weekday,0,0.0226430331600739,0.0066376136670902,0.0,0.1005588821829454,1.0,0.0593823916491703,0.0308969233364087,0.024134838563384,0.0376211988581012,0.2138390969324428,0.1321237104123917,0.0815647628513794
62,2016-12-16,Winter_Weekday,0,0.0391449189337622,0.1396611272254989,0.0437944211549916,0.2212349373328583,1.0,0.0514443873817048,0.0131588609342481,0.0,0.0569540675719855,0.2059144118529602,0.5574591160767034,0.2601322621927186
62,2016-12-20,Winter_Weekday,3,0.0077086577139627,0.0,0.001679405025122,0.1182244542888971,0.6532978820416874,0.0219467469566983,0.0178905358995686,0.0166311745256158,0.1709481899221299,1.0,0.8254950767239395,0.0469494823886756
62,2016-12-21,Winter_Weekday,0,0.0767590706202545,0.0377653900209384,0.0,0.7720128849342044,0.2961326364438518,0.3232337034014754,0.0657714813368688,0.0254386686009204,0.5101467531180321,0.1146677127571786,1.0,0.1850944595009925
62,2016-12-22,Winter_Weekday,0,0.0484877962770982,0.0230947391336425,0.0424467672569723,0.4695051613944571,1.0,0.6238647656903052,0.0285358695324228,0.0194953413769878,0.0185008141316268,0.0203828014886588,0.0,0.0042836380154077
62,2016-12-29,Winter_Weekday,0,0.1016482969415603,0.0833883086889539,0.0,0.0375937642354256,0.0992322530011998,0.0825679526144213,0.0865922549122247,0.0072896956964081,0.0329700389770898,0.0981928336626775,0.1003923350312829,1.0
62,2016-12-30,Winter_Weekday,1,0.0222070354742676,0.002347879371283,0.0,0.026635079532703,0.0074762512080244,0.5406823155867124,0.7603548990451576,1.0,0.4998580166393321,0.3087285490233859,0.0886857278478887,0.0023545444339983
62,2017-01-02,Winter_Weekday,2,0.0020288199015188,0.0,0.0019272105145166,0.070070543115766,0.0612387844985518,0.0671646038279413,0.1398108525385157,1.0,0.490475777877434,0.433909801412906,0.3854493964928753,0.0323354602237795
62,2017-01-03,Winter_Weekday,4,0.0635160750524853,0.0086510982527942,0.0,0.0576578587858958,0.7363222277766222,0.6077470588774417,0.3145226770191622,0.4307441718236459,0.340932237973857,1.0,0.5756326441021866,0.0546413745957312
62,2017-01-04,Winter_Weekday,0,0.0098996343800994,0.0,0.0037613767454535,0.2822738429220527,0.9547073893962658,0.1245186795181483,0.0225364697444327,0.0103907723334352,0.01159434933293,0.5076637201592974,1.0,0.1811596702790609
62,2017-01-05,Winter_Weekday,3,0.0932161484896014,0.065021601568938,0.2042443887162704,0.5133966520062448,0.1866845984636744,0.038662473669304,0.0181417185276097,0.0,0.0676708160236645,1.0,0.9719859930997998,0.2528635608292996
62,2017-01-06,Winter_Weekday,0,0.1536011714312982,0.0264957725636212,0.0110908472975099,1.0,0.9144376717407948,0.0107962289886377,0.0,0.0003864828978556,0.0086587898279034,0.5535354621612462,0.101574194294887,0.017678768325662
62,2017-01-09,Winter_Weekday,3,0.0323439094490429,0.0158709971880107,0.1321783843014734,0.2167947006356657,0.5206721791276075,0.5507358482251831,0.0075557109437709,0.0,0.0109947879586849,1.0,0.4727723170858337,0.2918497979950453
62,2017-01-10,Winter_Weekday,1,0.0340150443100766,0.0060524613841381,0.0,0.0615361639732998,0.4339933153995204,1.0,0.0184856088601061,0.0880102082814075,0.0139029855484928,0.5527965808298345,0.2582809994322919,0.0210162412491646
62,2017-01-11,Winter_Weekday,3,0.004422466727165,0.0020583284936747,0.0,0.1734085269514859,0.0942008597773275,0.0487769141876581,0.0041587555936257,0.000155120767087,0.0261125646918374,1.0,0.3220957011096875,0.0334226199326736
62,2017-01-12,Winter_Weekday,3,0.0281332647429614,0.0174431498202517,0.1670371990760398,0.3258023714675056,0.219242583754451,0.0030461497059712,0.0040288530717223,0.0,0.0502213886705563,0.8147079304975259,1.0,0.3013936221876482
62,2017-01-13,Winter_Weekday,4,0.6195142688559686,0.016597481048575,0.0,0.3718149164245717,0.3377610841172642,0.418580670059485,0.5245034712660392,0.4089313483672199,0.3495534479359204,0.4534298935069638,1.0,0.5986032895552746
62,2017-01-16,Winter_Weekday,3,0.0909530500928861,0.0372434929547473,0.5633341010685641,0.6056868354722983,0.3975390879512455,0.0574504755737382,0.0527229992977135,0.0,0.1193883526429331,1.0,0.0661821734235839,0.249539280220658
62,2017-01-17,Winter_Weekday,3,0.129262181905041,0.012923142954358,0.0,0.1920415421648546,0.2752310850228855,0.0882434870521424,0.3636678743002602,0.3169636059447501,0.3361046302044956,0.9868842596975842,1.0,0.36117246780492
62,2017-01-18,Winter_Weekday,3,0.4748643758306471,0.03215531016148,0.0255685186649938,0.3346789731955986,0.3010265076534497,0.2655265540802259,0.119948370178279,0.0012304912901538,0.0627506074941075,0.8318321823276068,0.0,1.0
62,2017-01-19,Winter_Weekday,0,1.0,0.0290955177760034,0.0487530264940736,0.3840214798247829,0.2941022630673291,0.0353832438828956,0.0068261025790166,0.0,0.0712256870839097,0.2176446369872499,0.0280558442804949,0.0502467629044589
62,2017-01-20,Winter_Weekday,3,0.0585207537808676,0.0486245700092315,0.0,0.2190765476980901,0.1471154736910253,0.2292143945088848,0.2230948344983953,0.0456192614086294,0.0791146291270819,0.5882033411089987,1.0,0.11446347700312
62,2017-01-26,Winter_Weekday,0,0.0286509628595844,0.0416358469104552,0.1841305773527151,0.5268432130706651,0.8339662978655216,0.8724256236755882,0.0177470595234109,0.0041745265980814,0.0,0.3133108178543002,1.0,0.4341623996154022
62,2017-01-27,Winter_Weekday,3,0.0253040621944463,0.0112872228180323,0.0,0.3156449707288091,0.1491421543556905,0.2006064943762364,0.1757181277920778,0.1397430564451915,0.283662495521142,0.5449422779308029,1.0,0.529943929438185
62,2017-01-30,Winter_Weekday,3,0.0359932689052933,0.0183205381260599,0.0122035436531841,0.2154224494011848,0.0748269971671743,0.0121816987396473,0.0065657222923296,0.0,0.0179838174331439,0.7391699058112337,1.0,0.07257725365788
62,2017-01-31,Winter_Weekday,2,0.033239916579748,0.0144727707466802,0.0,0.2844662890714152,0.5084042285226869,0.0493033406419224,0.2144489782643834,0.2085950645516024,1.0,0.3334618679947125,0.6388344129573336,0.2590032426630176
62,2017-02-03,Winter_Weekday,1,0.0276314737362246,0.0043578527832434,0.0,0.4091239255031765,0.7227256133039152,1.0,0.2194564485578455,0.1807257906397837,0.3752428146662952,0.0465697838366531,0.0002882133547321,0.0247280388852222
62,2017-02-06,Winter_Weekday,3,0.3297912226169095,0.0264790744840422,0.002891030977635,0.1760197706142765,0.1021790426167414,0.0092662205337175,0.0,0.0013564948399335,0.0740783316560894,0.6719259351413913,1.0,0.1236316176470746
62,2017-02-07,Winter_Weekday,2,0.0182841552123543,0.0111294297256477,0.0,0.1482578461381697,0.3976904569780197,0.1650563239498232,0.0203541199135986,0.1818333605598018,1.0,0.9327267523665116,0.9089058223608116,0.2143971746744104
62,2017-02-08,Winter_Weekday,4,0.0364715545761808,0.0232462113807609,0.2224139501859314,0.3472374823374753,0.9335822445788884,0.93120871655328,0.0180110941846796,0.0,0.992682029405716,1.0,0.4639965651614456,0.5896719778749241
62,2017-02-09,Winter_Weekday,4,0.6256249357934768,0.5146175027573096,0.4942440235482777,0.8568436474354044,0.7519761662203123,0.4930442990861802,0.4798872706035245,0.4779481723469679,0.5991575598693644,1.0,0.5991811129107877,0.0
62,2017-02-13,Winter_Weekday,0,0.0972179058283436,0.0767378624633096,0.2903951087801739,0.5855290904795075,1.0,0.0882377027988113,0.0,0.0715968752880162,0.0989666643295148,0.3758977140670924,0.8382856987999231,0.6056155308551924
62,2017-02-14,Winter_Weekday,2,0.0168418052738678,0.3224807137231545,0.0454036448937035,0.7495430174700628,0.1950251092133636,0.0125836944701134,0.0,1.0,0.6503214160440408,0.7387178801103897,0.6653569024650727,0.5754442477813765
62,2017-02-15,Winter_Weekday,0,0.0287192687240767,0.0106202827388404,0.0028546383008037,0.2357836758688887,1.0,0.0166223390197099,0.0075963532554219,0.0,0.1402517742178696,0.7971116400266786,0.3556794850073848,0.2948245280415074
62,2017-02-16,Winter_Weekday,3,0.2563220107202746,0.0088067177272087,0.0,0.1138416771746645,0.1211179312321708,0.1585423714775542,0.0202877912957572,0.0395303734782393,0.0275425486977073,0.626810560830428,1.0,0.2337789555204067
62,2017-02-17,Winter_Weekday,0,0.0688827044537781,0.1603855211099629,0.0998661968614174,0.7615825578842664,1.0,0.0145216834061229,0.0058146574893219,0.0,0.314900850174226,0.7320597938164178,0.1635609205927488,0.3815823123297696
62,2017-02-20,Winter_Weekday,3,0.0126226087057491,0.0023097744895853,0.0,0.1073138002832918,0.0723822223205576,0.0113001285174204,0.1091474615841529,0.0138752386346035,0.010039529940273,0.6621707290649373,1.0,0.0670846806170556
62,2017-02-21,Winter_Weekday,0,0.0189582141081393,0.0103732078036763,0.0,1.0,0.9063190826805112,0.0159172603909655,0.5720652543436976,0.3129257957530052,0.720001770337535,0.3792557166554519,0.013766671753162,0.186331752413613
62,2017-02-22,Winter_Weekday,3,0.2930793431990188,0.0437704719780609,0.0176672803010983,0.4172016020779223,0.120952567920726,0.021415868765685,0.0,0.0124413938407733,0.1931356159405654,0.6090986053937844,0.2544699212044745,1.0
62,2017-02-23,Winter_Weekday,3,0.0188752611987622,0.0159658421914412,0.0060938256554551,0.0856036948520383,0.1459802380750226,0.0019332390198208,0.0,0.0011236848600517,0.1032864352672942,0.7440333010351736,1.0,0.1661216699521487
62,2017-02-24,Winter_Weekday,4,0.0172151378909479,0.0068421260680847,0.0,0.359508816070811,0.9746959149385402,1.0,0.3168487689775499,0.0107655721918107,0.1442041166661043,0.447300400189025,0.6660512370450105,0.5046899631723503
62,2017-02-28,Winter_Weekday,0,0.1195663956828717,0.0,0.4683196509435757,0.7744355318026938,0.8366341115710759,0.0040084762073253,0.6307777375616324,1.0,0.506293361138243,0.1648330531879631,0.0206375040274421,0.1970670445702678
62,2017-12-01,Winter_Weekday,1,0.0,0.1845588933798149,0.0184519066763618,0.1971709119095113,0.1241700789210844,0.068523090799111,1.0,0.523996962069596,0.1698054655859651,0.5484337524105145,0.5648942099308076,0.2675486776474241
62,2017-12-04,Winter_Weekday,2,0.0,0.1134832435008808,0.0514223522912887,0.1646269487098967,0.1789165458287168,0.311863677364955,0.523591293445624,0.1990355513021939,1.0,0.5370183707466273,0.4088008621224833,0.7535388396948824
