date,archetype_name,n_homes_this_arch,n_homes_total,temperature_c,archetype_prevalence
2017-09-26,Late-afternoon peak,4,16,15.047222222222224,0.25
2017-09-27,All-daytime plateau,1,16,14.695138888888888,0.0625
2017-09-27,Early-morning peak,5,16,14.695138888888888,0.3125
2017-09-27,Evening peak,7,16,14.695138888888888,0.4375
2017-09-27,Late-afternoon peak,3,16,14.695138888888888,0.1875
2017-09-28,All-daytime plateau,2,17,15.035664335664334,0.11764705882352941
2017-09-28,Early-morning peak,4,17,15.035664335664334,0.23529411764705882
2017-09-28,Evening peak,4,17,15.035664335664334,0.23529411764705882
2017-09-28,Late-afternoon peak,3,17,15.035664335664334,0.17647058823529413
2017-09-28,Morning peak,4,17,15.035664335664334,0.23529411764705882
2017-09-29,All-daytime plateau,1,16,14.358156028368795,0.0625
2017-09-29,Early-morning peak,4,16,14.358156028368795,0.25
2017-09-29,Evening peak,4,16,14.358156028368795,0.25
2017-09-29,Late-afternoon peak,2,16,14.358156028368795,0.125
2017-09-29,Morning peak,5,16,14.358156028368795,0.3125
2017-09-30,All-daytime plateau,3,15,11.123239436619718,0.2
2017-09-30,Early-morning peak,2,15,11.123239436619718,0.13333333333333333
2017-09-30,Evening peak,3,15,11.123239436619718,0.2
2017-09-30,Late-afternoon peak,3,15,11.123239436619718,0.2
2017-09-30,Morning peak,4,15,11.123239436619718,0.26666666666666666
2017-10-01,All-daytime plateau,3,14,11.618571428571428,0.21428571428571427
2017-10-01,Early-morning peak,2,14,11.618571428571428,0.14285714285714285
2017-10-01,Evening peak,3,14,11.618571428571428,0.21428571428571427
2017-10-01,Late-afternoon peak,3,14,11.618571428571428,0.21428571428571427
2017-10-01,Morning peak,3,14,11.618571428571428,0.21428571428571427
2017-10-02,All-daytime plateau,2,14,12.288732394366198,0.14285714285714285
2017-10-02,Early-morning peak,3,14,12.288732394366198,0.21428571428571427
2017-10-02,Evening peak,2,14,12.288732394366198,0.14285714285714285
2017-10-02,Late-afternoon peak,4,14,12.288732394366198,0.2857142857142857
2017-10-02,Morning peak,3,14,12.288732394366198,0.21428571428571427
2017-10-03,All-daytime plateau,1,16,11.141911764705881,0.0625
2017-10-03,Early-morning peak,3,16,11.141911764705881,0.1875
2017-10-03,Evening peak,3,16,11.141911764705881,0.1875
2017-10-03,Late-afternoon peak,8,16,11.141911764705881,0.5
2017-10-03,Morning peak,1,16,11.141911764705881,0.0625
2017-10-04,Early-morning peak,2,16,10.786153846153846,0.125
2017-10-04,Evening peak,7,16,10.786153846153846,0.4375
2017-10-04,Late-afternoon peak,5,16,10.786153846153846,0.3125
2017-10-04,Morning peak,2,16,10.786153846153846,0.125
2017-10-05,Early-morning peak,3,13,10.331007751937985,0.23076923076923078
2017-10-05,Evening peak,4,13,10.331007751937985,0.3076923076923077
2017-10-05,Late-afternoon peak,4,13,10.331007751937985,0.3076923076923077
2017-10-05,Morning peak,2,13,10.331007751937985,0.15384615384615385
2017-10-06,All-daytime plateau,2,16,9.651824817518248,0.125
2017-10-06,Early-morning peak,2,16,9.651824817518248,0.125
2017-10-06,Evening peak,4,16,9.651824817518248,0.25
2017-10-06,Late-afternoon peak,5,16,9.651824817518248,0.3125
2017-10-06,Morning peak,3,16,9.651824817518248,0.1875
2017-10-07,All-daytime plateau,4,13,13.455395683453236,0.3076923076923077
2017-10-07,Early-morning peak,1,13,13.455395683453236,0.07692307692307693
2017-10-07,Evening peak,3,13,13.455395683453236,0.23076923076923078
2017-10-07,Late-afternoon peak,2,13,13.455395683453236,0.15384615384615385
2017-10-07,Morning peak,3,13,13.455395683453236,0.23076923076923078
2017-10-08,All-daytime plateau,6,15,12.758333333333333,0.4
2017-10-08,Early-morning peak,1,15,12.758333333333333,0.06666666666666667
2017-10-08,Evening peak,3,15,12.758333333333333,0.2
2017-10-08,Late-afternoon peak,4,15,12.758333333333333,0.26666666666666666
2017-10-08,Morning peak,1,15,12.758333333333333,0.06666666666666667
2017-10-09,All-daytime plateau,2,15,13.550694444444444,0.13333333333333333
2017-10-09,Early-morning peak,5,15,13.550694444444444,0.3333333333333333
2017-10-09,Evening peak,3,15,13.550694444444444,0.2
2017-10-09,Late-afternoon peak,1,15,13.550694444444444,0.06666666666666667
2017-10-09,Morning peak,4,15,13.550694444444444,0.26666666666666666
2017-10-10,Early-morning peak,3,13,12.327083333333333,0.23076923076923078
2017-10-10,Evening peak,3,13,12.327083333333333,0.23076923076923078
2017-10-10,Late-afternoon peak,6,13,12.327083333333333,0.46153846153846156
2017-10-10,Morning peak,1,13,12.327083333333333,0.07692307692307693
2017-10-11,All-daytime plateau,2,16,12.104166666666666,0.125
2017-10-11,Early-morning peak,3,16,12.104166666666666,0.1875
2017-10-11,Evening peak,4,16,12.104166666666666,0.25
2017-10-11,Late-afternoon peak,4,16,12.104166666666666,0.25
2017-10-11,Morning peak,3,16,12.104166666666666,0.1875
2017-10-12,Early-morning peak,4,17,11.254861111111111,0.23529411764705882
2017-10-12,Evening peak,5,17,11.254861111111111,0.29411764705882354
2017-10-12,Late-afternoon peak,7,17,11.254861111111111,0.4117647058823529
2017-10-12,Morning peak,1,17,11.254861111111111,0.058823529411764705
2017-10-13,All-daytime plateau,2,17,15.695833333333333,0.11764705882352941
2017-10-13,Early-morning peak,1,17,15.695833333333333,0.058823529411764705
2017-10-13,Evening peak,4,17,15.695833333333333,0.23529411764705882
2017-10-13,Late-afternoon peak,5,17,15.695833333333333,0.29411764705882354
2017-10-13,Morning peak,5,17,15.695833333333333,0.29411764705882354
2017-10-14,All-daytime plateau,5,14,13.646527777777777,0.35714285714285715
2017-10-14,Evening peak,2,14,13.646527777777777,0.14285714285714285
2017-10-14,Late-afternoon peak,4,14,13.646527777777777,0.2857142857142857
2017-10-14,Morning peak,3,14,13.646527777777777,0.21428571428571427
2017-10-15,All-daytime plateau,6,17,15.24513888888889,0.35294117647058826
2017-10-15,Evening peak,3,17,15.24513888888889,0.17647058823529413
2017-10-15,Late-afternoon peak,3,17,15.24513888888889,0.17647058823529413
2017-10-15,Morning peak,5,17,15.24513888888889,0.29411764705882354
2017-10-16,All-daytime plateau,2,18,12.335416666666667,0.1111111111111111
2017-10-16,Early-morning peak,2,18,12.335416666666667,0.1111111111111111
2017-10-16,Evening peak,7,18,12.335416666666667,0.3888888888888889
2017-10-16,Late-afternoon peak,5,18,12.335416666666667,0.2777777777777778
2017-10-16,Morning peak,2,18,12.335416666666667,0.1111111111111111
2017-10-17,All-daytime plateau,4,16,12.308333333333334,0.25
2017-10-17,Early-morning peak,1,16,12.308333333333334,0.0625
2017-10-17,Evening peak,4,16,12.308333333333334,0.25
2017-10-17,Late-afternoon peak,4,16,12.308333333333334,0.25
2017-10-17,Morning peak,3,16,12.308333333333334,0.1875
2017-10-18,All-daytime plateau,2,18,10.558333333333334,0.1111111111111111
2017-10-18,Early-morning peak,1,18,10.558333333333334,0.05555555555555555
2017-10-18,Evening peak,5,18,10.558333333333334,0.2777777777777778
2017-10-18,Late-afternoon peak,6,18,10.558333333333334,0.3333333333333333
2017-10-18,Morning peak,4,18,10.558333333333334,0.2222222222222222
2017-10-19,All-daytime plateau,1,17,12.255555555555555,0.058823529411764705
2017-10-19,Early-morning peak,3,17,12.255555555555555,0.17647058823529413
2017-10-19,Evening peak,6,17,12.255555555555555,0.35294117647058826
2017-10-19,Late-afternoon peak,5,17,12.255555555555555,0.29411764705882354
2017-10-19,Morning peak,2,17,12.255555555555555,0.11764705882352941
2017-10-20,All-daytime plateau,3,16,12.718055555555557,0.1875
2017-10-20,Early-morning peak,2,16,12.718055555555557,0.125
2017-10-20,Evening peak,4,16,12.718055555555557,0.25
2017-10-20,Late-afternoon peak,3,16,12.718055555555557,0.1875
2017-10-20,Morning peak,4,16,12.718055555555557,0.25
2017-10-21,All-daytime plateau,6,16,12.284722222222221,0.375
2017-10-21,Evening peak,2,16,12.284722222222221,0.125
2017-10-21,Late-afternoon peak,6,16,12.284722222222221,0.375
2017-10-21,Morning peak,2,16,12.284722222222221,0.125
2017-10-22,All-daytime plateau,3,16,10.90625,0.1875
2017-10-22,Evening peak,4,16,10.90625,0.25
2017-10-22,Late-afternoon peak,5,16,10.90625,0.3125
2017-10-22,Morning peak,4,16,10.90625,0.25
2017-10-23,All-daytime plateau,4,15,12.240277777777777,0.26666666666666666
2017-10-23,Early-morning peak,2,15,12.240277777777777,0.13333333333333333
2017-10-23,Evening peak,1,15,12.240277777777777,0.06666666666666667
2017-10-23,Late-afternoon peak,3,15,12.240277777777777,0.2
2017-10-23,Morning peak,5,15,12.240277777777777,0.3333333333333333
2017-10-24,All-daytime plateau,1,17,12.340277777777779,0.058823529411764705
2017-10-24,Early-morning peak,4,17,12.340277777777779,0.23529411764705882
2017-10-24,Evening peak,4,17,12.340277777777779,0.23529411764705882
2017-10-24,Late-afternoon peak,5,17,12.340277777777779,0.29411764705882354
2017-10-24,Morning peak,3,17,12.340277777777779,0.17647058823529413
2017-10-25,All-daytime plateau,3,16,11.684722222222222,0.1875
2017-10-25,Evening peak,4,16,11.684722222222222,0.25
2017-10-25,Late-afternoon peak,5,16,11.684722222222222,0.3125
2017-10-25,Morning peak,4,16,11.684722222222222,0.25
2017-10-26,All-daytime plateau,4,19,11.256250000000001,0.21052631578947367
2017-10-26,Early-morning peak,2,19,11.256250000000001,0.10526315789473684
2017-10-26,Evening peak,5,19,11.256250000000001,0.2631578947368421
2017-10-26,Late-afternoon peak,5,19,11.256250000000001,0.2631578947368421
2017-10-26,Morning peak,3,19,11.256250000000001,0.15789473684210525
2017-10-27,All-daytime plateau,2,20,8.790972222222223,0.1
2017-10-27,Early-morning peak,3,20,8.790972222222223,0.15
2017-10-27,Evening peak,7,20,8.790972222222223,0.35
2017-10-27,Late-afternoon peak,5,20,8.790972222222223,0.25
2017-10-27,Morning peak,3,20,8.790972222222223,0.15
2017-10-28,All-daytime plateau,5,20,12.430769230769231,0.25
2017-10-28,Early-morning peak,1,20,12.430769230769231,0.05
2017-10-28,Evening peak,3,20,12.430769230769231,0.15
2017-10-28,Late-afternoon peak,5,20,12.430769230769231,0.25
2017-10-28,Morning peak,6,20,12.430769230769231,0.3
2017-10-29,All-daytime plateau,9,18,8.627972027972028,0.5
2017-10-29,Evening peak,5,18,8.627972027972028,0.2777777777777778
2017-10-29,Morning peak,4,18,8.627972027972028,0.2222222222222222
2017-10-30,All-daytime plateau,3,17,6.102777777777778,0.17647058823529413
2017-10-30,Early-morning peak,2,17,6.102777777777778,0.11764705882352941
2017-10-30,Evening peak,9,17,6.102777777777778,0.5294117647058824
2017-10-30,Morning peak,3,17,6.102777777777778,0.17647058823529413
2017-10-31,All-daytime plateau,1,20,12.325694444444444,0.05
2017-10-31,Early-morning peak,4,20,12.325694444444444,0.2
2017-10-31,Evening peak,7,20,12.325694444444444,0.35
2017-10-31,Late-afternoon peak,2,20,12.325694444444444,0.1
2017-10-31,Morning peak,6,20,12.325694444444444,0.3
2017-11-01,All-daytime plateau,4,19,12.122916666666667,0.21052631578947367
2017-11-01,Early-morning peak,2,19,12.122916666666667,0.10526315789473684
2017-11-01,Evening peak,8,19,12.122916666666667,0.42105263157894735
2017-11-01,Late-afternoon peak,1,19,12.122916666666667,0.05263157894736842
2017-11-01,Morning peak,4,19,12.122916666666667,0.21052631578947367
2017-11-02,All-daytime plateau,3,20,7.835416666666666,0.15
2017-11-02,Early-morning peak,2,20,7.835416666666666,0.1
2017-11-02,Evening peak,8,20,7.835416666666666,0.4
2017-11-02,Late-afternoon peak,2,20,7.835416666666666,0.1
2017-11-02,Morning peak,5,20,7.835416666666666,0.25
2017-11-03,All-daytime plateau,5,21,8.731944444444444,0.23809523809523808
2017-11-03,Early-morning peak,3,21,8.731944444444444,0.14285714285714285
2017-11-03,Evening peak,6,21,8.731944444444444,0.2857142857142857
2017-11-03,Late-afternoon peak,3,21,8.731944444444444,0.14285714285714285
2017-11-03,Morning peak,4,21,8.731944444444444,0.19047619047619047
2017-11-04,All-daytime plateau,6,21,7.5249999999999995,0.2857142857142857
2017-11-04,Evening peak,7,21,7.5249999999999995,0.3333333333333333
2017-11-04,Late-afternoon peak,3,21,7.5249999999999995,0.14285714285714285
2017-11-04,Morning peak,5,21,7.5249999999999995,0.23809523809523808
2017-11-05,All-daytime plateau,7,20,4.848611111111111,0.35
2017-11-05,Evening peak,5,20,4.848611111111111,0.25
2017-11-05,Late-afternoon peak,6,20,4.848611111111111,0.3
2017-11-05,Morning peak,2,20,4.848611111111111,0.1
2017-11-06,All-daytime plateau,4,20,6.979861111111111,0.2
2017-11-06,Early-morning peak,4,20,6.979861111111111,0.2
2017-11-06,Evening peak,8,20,6.979861111111111,0.4
2017-11-06,Late-afternoon peak,3,20,6.979861111111111,0.15
2017-11-06,Morning peak,1,20,6.979861111111111,0.05
2017-11-07,All-daytime plateau,2,19,8.520833333333334,0.10526315789473684
2017-11-07,Early-morning peak,4,19,8.520833333333334,0.21052631578947367
2017-11-07,Evening peak,7,19,8.520833333333334,0.3684210526315789
2017-11-07,Late-afternoon peak,2,19,8.520833333333334,0.10526315789473684
2017-11-07,Morning peak,4,19,8.520833333333334,0.21052631578947367
2017-11-08,All-daytime plateau,5,18,5.732638888888889,0.2777777777777778
2017-11-08,Early-morning peak,1,18,5.732638888888889,0.05555555555555555
2017-11-08,Evening peak,6,18,5.732638888888889,0.3333333333333333
2017-11-08,Late-afternoon peak,3,18,5.732638888888889,0.16666666666666666
2017-11-08,Morning peak,3,18,5.732638888888889,0.16666666666666666
2017-11-09,All-daytime plateau,4,18,9.722916666666666,0.2222222222222222
2017-11-09,Early-morning peak,3,18,9.722916666666666,0.16666666666666666
2017-11-09,Evening peak,5,18,9.722916666666666,0.2777777777777778
2017-11-09,Late-afternoon peak,4,18,9.722916666666666,0.2222222222222222
2017-11-09,Morning peak,2,18,9.722916666666666,0.1111111111111111
2017-11-10,All-daytime plateau,7,19,6.165972222222222,0.3684210526315789
2017-11-10,Early-morning peak,4,19,6.165972222222222,0.21052631578947367
2017-11-10,Evening peak,4,19,6.165972222222222,0.21052631578947367
2017-11-10,Late-afternoon peak,1,19,6.165972222222222,0.05263157894736842
2017-11-10,Morning peak,3,19,6.165972222222222,0.15789473684210525
2017-11-11,All-daytime plateau,5,19,4.200694444444444,0.2631578947368421
2017-11-11,Early-morning peak,1,19,4.200694444444444,0.05263157894736842
2017-11-11,Evening peak,6,19,4.200694444444444,0.3157894736842105
2017-11-11,Late-afternoon peak,2,19,4.200694444444444,0.10526315789473684
2017-11-11,Morning peak,5,19,4.200694444444444,0.2631578947368421
2017-11-12,All-daytime plateau,10,20,4.011111111111111,0.5
2017-11-12,Evening peak,4,20,4.011111111111111,0.2
2017-11-12,Late-afternoon peak,3,20,4.011111111111111,0.15
2017-11-12,Morning peak,3,20,4.011111111111111,0.15
2017-11-13,All-daytime plateau,4,19,4.75,0.21052631578947367
2017-11-13,Early-morning peak,2,19,4.75,0.10526315789473684
2017-11-13,Evening peak,9,19,4.75,0.47368421052631576
2017-11-13,Late-afternoon peak,1,19,4.75,0.05263157894736842
2017-11-13,Morning peak,3,19,4.75,0.15789473684210525
2017-11-14,All-daytime plateau,6,21,8.761111111111111,0.2857142857142857
2017-11-14,Early-morning peak,2,21,8.761111111111111,0.09523809523809523
2017-11-14,Evening peak,7,21,8.761111111111111,0.3333333333333333
2017-11-14,Late-afternoon peak,2,21,8.761111111111111,0.09523809523809523
2017-11-14,Morning peak,4,21,8.761111111111111,0.19047619047619047
2017-11-15,All-daytime plateau,5,21,6.608333333333333,0.23809523809523808
2017-11-15,Early-morning peak,2,21,6.608333333333333,0.09523809523809523
2017-11-15,Evening peak,10,21,6.608333333333333,0.47619047619047616
2017-11-15,Late-afternoon peak,3,21,6.608333333333333,0.14285714285714285
2017-11-15,Morning peak,1,21,6.608333333333333,0.047619047619047616
2017-11-16,All-daytime plateau,6,22,7.300000000000001,0.2727272727272727
2017-11-16,Early-morning peak,4,22,7.300000000000001,0.18181818181818182
2017-11-16,Evening peak,7,22,7.300000000000001,0.3181818181818182
2017-11-16,Late-afternoon peak,2,22,7.300000000000001,0.09090909090909091
2017-11-16,Morning peak,3,22,7.300000000000001,0.13636363636363635
2017-11-17,All-daytime plateau,4,23,6.172916666666667,0.17391304347826086
2017-11-17,Early-morning peak,3,23,6.172916666666667,0.13043478260869565
2017-11-17,Evening peak,5,23,6.172916666666667,0.21739130434782608
2017-11-17,Late-afternoon peak,4,23,6.172916666666667,0.17391304347826086
2017-11-17,Morning peak,7,23,6.172916666666667,0.30434782608695654
2017-11-18,All-daytime plateau,7,23,5.114583333333333,0.30434782608695654
2017-11-18,Evening peak,8,23,5.114583333333333,0.34782608695652173
2017-11-18,Late-afternoon peak,2,23,5.114583333333333,0.08695652173913043
2017-11-18,Morning peak,6,23,5.114583333333333,0.2608695652173913
2017-11-19,All-daytime plateau,8,22,3.3055555555555554,0.36363636363636365
2017-11-19,Evening peak,5,22,3.3055555555555554,0.22727272727272727
2017-11-19,Late-afternoon peak,5,22,3.3055555555555554,0.22727272727272727
2017-11-19,Morning peak,4,22,3.3055555555555554,0.18181818181818182
2017-11-20,All-daytime plateau,5,21,5.734027777777778,0.23809523809523808
2017-11-20,Early-morning peak,1,21,5.734027777777778,0.047619047619047616
2017-11-20,Evening peak,8,21,5.734027777777778,0.38095238095238093
2017-11-20,Late-afternoon peak,2,21,5.734027777777778,0.09523809523809523
2017-11-20,Morning peak,5,21,5.734027777777778,0.23809523809523808
2017-11-21,All-daytime plateau,6,21,8.965277777777779,0.2857142857142857
2017-11-21,Early-morning peak,4,21,8.965277777777779,0.19047619047619047
2017-11-21,Evening peak,6,21,8.965277777777779,0.2857142857142857
2017-11-21,Late-afternoon peak,5,21,8.965277777777779,0.23809523809523808
2017-11-22,All-daytime plateau,7,21,7.5249999999999995,0.3333333333333333
2017-11-22,Early-morning peak,3,21,7.5249999999999995,0.14285714285714285
2017-11-22,Evening peak,6,21,7.5249999999999995,0.2857142857142857
2017-11-22,Late-afternoon peak,2,21,7.5249999999999995,0.09523809523809523
2017-11-22,Morning peak,3,21,7.5249999999999995,0.14285714285714285
2017-11-23,All-daytime plateau,4,20,3.5145833333333334,0.2
2017-11-23,Early-morning peak,3,20,3.5145833333333334,0.15
2017-11-23,Evening peak,2,20,3.5145833333333334,0.1
2017-11-23,Late-afternoon peak,3,20,3.5145833333333334,0.15
2017-11-23,Morning peak,8,20,3.5145833333333334,0.4
2017-11-24,All-daytime plateau,6,22,1.5881944444444445,0.2727272727272727
2017-11-24,Early-morning peak,1,22,1.5881944444444445,0.045454545454545456
2017-11-24,Evening peak,7,22,1.5881944444444445,0.3181818181818182
2017-11-24,Late-afternoon peak,3,22,1.5881944444444445,0.13636363636363635
2017-11-24,Morning peak,5,22,1.5881944444444445,0.22727272727272727
2017-11-25,All-daytime plateau,6,20,1.9722222222222223,0.3
2017-11-25,Early-morning peak,1,20,1.9722222222222223,0.05
2017-11-25,Evening peak,5,20,1.9722222222222223,0.25
2017-11-25,Late-afternoon peak,5,20,1.9722222222222223,0.25
2017-11-25,Morning peak,3,20,1.9722222222222223,0.15
2017-11-26,All-daytime plateau,13,21,3.302777777777778,0.6190476190476191
2017-11-26,Evening peak,4,21,3.302777777777778,0.19047619047619047
2017-11-26,Late-afternoon peak,1,21,3.302777777777778,0.047619047619047616
2017-11-26,Morning peak,3,21,3.302777777777778,0.14285714285714285
2017-11-27,All-daytime plateau,3,22,5.138636363636364,0.13636363636363635
2017-11-27,Early-morning peak,2,22,5.138636363636364,0.09090909090909091
2017-11-27,Evening peak,10,22,5.138636363636364,0.45454545454545453
2017-11-27,Late-afternoon peak,6,22,5.138636363636364,0.2727272727272727
2017-11-27,Morning peak,1,22,5.138636363636364,0.045454545454545456
2017-11-28,All-daytime plateau,7,22,3.728125,0.3181818181818182
2017-11-28,Early-morning peak,3,22,3.728125,0.13636363636363635
2017-11-28,Evening peak,4,22,3.728125,0.18181818181818182
2017-11-28,Late-afternoon peak,5,22,3.728125,0.22727272727272727
2017-11-28,Morning peak,3,22,3.728125,0.13636363636363635
2017-11-29,All-daytime plateau,2,22,2.8375,0.09090909090909091
2017-11-29,Early-morning peak,3,22,2.8375,0.13636363636363635
2017-11-29,Evening peak,13,22,2.8375,0.5909090909090909
2017-11-29,Late-afternoon peak,1,22,2.8375,0.045454545454545456
2017-11-29,Morning peak,3,22,2.8375,0.13636363636363635
2017-11-30,All-daytime plateau,3,23,1.6979166666666667,0.13043478260869565
2017-11-30,Early-morning peak,3,23,1.6979166666666667,0.13043478260869565
2017-11-30,Evening peak,8,23,1.6979166666666667,0.34782608695652173
2017-11-30,Late-afternoon peak,4,23,1.6979166666666667,0.17391304347826086
2017-11-30,Morning peak,5,23,1.6979166666666667,0.21739130434782608
2017-12-01,All-daytime plateau,6,24,2.678125,0.25
2017-12-01,Early-morning peak,4,24,2.678125,0.16666666666666666
2017-12-01,Evening peak,6,24,2.678125,0.25
2017-12-01,Late-afternoon peak,4,24,2.678125,0.16666666666666666
2017-12-01,Morning peak,4,24,2.678125,0.16666666666666666
2017-12-02,All-daytime plateau,10,25,6.189583333333334,0.4
2017-12-02,Evening peak,7,25,6.189583333333334,0.28
2017-12-02,Late-afternoon peak,2,25,6.189583333333334,0.08
2017-12-02,Morning peak,6,25,6.189583333333334,0.24
2017-12-03,All-daytime plateau,8,24,6.75,0.3333333333333333
2017-12-03,Evening peak,5,24,6.75,0.20833333333333334
2017-12-03,Late-afternoon peak,5,24,6.75,0.20833333333333334
2017-12-03,Morning peak,6,24,6.75,0.25
2017-12-04,All-daytime plateau,4,23,6.954166666666667,0.17391304347826086
2017-12-04,Early-morning peak,3,23,6.954166666666667,0.13043478260869565
2017-12-04,Evening peak,9,23,6.954166666666667,0.391304347826087
2017-12-04,Late-afternoon peak,6,23,6.954166666666667,0.2608695652173913
2017-12-04,Morning peak,1,23,6.954166666666667,0.043478260869565216
2017-12-05,All-daytime plateau,4,24,7.777083333333334,0.16666666666666666
2017-12-05,Early-morning peak,2,24,7.777083333333334,0.08333333333333333
2017-12-05,Evening peak,11,24,7.777083333333334,0.4583333333333333
2017-12-05,Late-afternoon peak,4,24,7.777083333333334,0.16666666666666666
2017-12-05,Morning peak,3,24,7.777083333333334,0.125
2017-12-06,All-daytime plateau,3,22,10.335416666666667,0.13636363636363635
2017-12-06,Early-morning peak,3,22,10.335416666666667,0.13636363636363635
2017-12-06,Evening peak,9,22,10.335416666666667,0.4090909090909091
2017-12-06,Late-afternoon peak,5,22,10.335416666666667,0.22727272727272727
2017-12-06,Morning peak,2,22,10.335416666666667,0.09090909090909091
2017-12-07,All-daytime plateau,4,26,6.7406250000000005,0.15384615384615385
2017-12-07,Early-morning peak,1,26,6.7406250000000005,0.038461538461538464
2017-12-07,Evening peak,11,26,6.7406250000000005,0.4230769230769231
2017-12-07,Late-afternoon peak,4,26,6.7406250000000005,0.15384615384615385
2017-12-07,Morning peak,6,26,6.7406250000000005,0.23076923076923078
2017-12-08,All-daytime plateau,7,27,0.728125,0.25925925925925924
2017-12-08,Early-morning peak,3,27,0.728125,0.1111111111111111
2017-12-08,Evening peak,9,27,0.728125,0.3333333333333333
2017-12-08,Late-afternoon peak,3,27,0.728125,0.1111111111111111
2017-12-08,Morning peak,5,27,0.728125,0.18518518518518517
2017-12-09,All-daytime plateau,14,26,0.04583333333333333,0.5384615384615384
2017-12-09,Evening peak,3,26,0.04583333333333333,0.11538461538461539
2017-12-09,Late-afternoon peak,3,26,0.04583333333333333,0.11538461538461539
2017-12-09,Morning peak,6,26,0.04583333333333333,0.23076923076923078
2017-12-10,All-daytime plateau,8,27,-2.622916666666667,0.2962962962962963
2017-12-10,Evening peak,9,27,-2.622916666666667,0.3333333333333333
2017-12-10,Late-afternoon peak,5,27,-2.622916666666667,0.18518518518518517
2017-12-10,Morning peak,5,27,-2.622916666666667,0.18518518518518517
2017-12-12,All-daytime plateau,12,29,1.6458333333333333,0.41379310344827586
2017-12-12,Early-morning peak,4,29,1.6458333333333333,0.13793103448275862
2017-12-12,Evening peak,5,29,1.6458333333333333,0.1724137931034483
2017-12-12,Late-afternoon peak,6,29,1.6458333333333333,0.20689655172413793
2017-12-12,Morning peak,2,29,1.6458333333333333,0.06896551724137931
2017-12-13,All-daytime plateau,6,29,3.3666666666666667,0.20689655172413793
2017-12-13,Early-morning peak,3,29,3.3666666666666667,0.10344827586206896
2017-12-13,Evening peak,11,29,3.3666666666666667,0.3793103448275862
2017-12-13,Late-afternoon peak,5,29,3.3666666666666667,0.1724137931034483
2017-12-13,Morning peak,4,29,3.3666666666666667,0.13793103448275862
2017-12-15,All-daytime plateau,10,28,2.6677083333333336,0.35714285714285715
2017-12-15,Early-morning peak,2,28,2.6677083333333336,0.07142857142857142
2017-12-15,Evening peak,9,28,2.6677083333333336,0.32142857142857145
2017-12-15,Late-afternoon peak,2,28,2.6677083333333336,0.07142857142857142
2017-12-15,Morning peak,5,28,2.6677083333333336,0.17857142857142858
2017-12-16,All-daytime plateau,9,29,0.8645833333333334,0.3103448275862069
2017-12-16,Evening peak,5,29,0.8645833333333334,0.1724137931034483
2017-12-16,Late-afternoon peak,10,29,0.8645833333333334,0.3448275862068966
2017-12-16,Morning peak,5,29,0.8645833333333334,0.1724137931034483
2017-12-17,All-daytime plateau,13,30,4.735416666666667,0.43333333333333335
2017-12-17,Evening peak,9,30,4.735416666666667,0.3
2017-12-17,Late-afternoon peak,2,30,4.735416666666667,0.06666666666666667
2017-12-17,Morning peak,6,30,4.735416666666667,0.2
2017-12-18,All-daytime plateau,6,29,4.1968749999999995,0.20689655172413793
2017-12-18,Early-morning peak,3,29,4.1968749999999995,0.10344827586206896
2017-12-18,Evening peak,14,29,4.1968749999999995,0.4827586206896552
2017-12-18,Late-afternoon peak,2,29,4.1968749999999995,0.06896551724137931
2017-12-18,Morning peak,4,29,4.1968749999999995,0.13793103448275862
2017-12-20,All-daytime plateau,6,32,10.461458333333333,0.1875
2017-12-20,Early-morning peak,7,32,10.461458333333333,0.21875
2017-12-20,Evening peak,14,32,10.461458333333333,0.4375
2017-12-20,Late-afternoon peak,2,32,10.461458333333333,0.0625
2017-12-20,Morning peak,3,32,10.461458333333333,0.09375
2017-12-21,All-daytime plateau,5,31,6.476842105263158,0.16129032258064516
2017-12-21,Early-morning peak,3,31,6.476842105263158,0.0967741935483871
2017-12-21,Evening peak,11,31,6.476842105263158,0.3548387096774194
2017-12-21,Late-afternoon peak,7,31,6.476842105263158,0.22580645161290322
2017-12-21,Morning peak,5,31,6.476842105263158,0.16129032258064516
2017-12-22,All-daytime plateau,9,32,6.1156250000000005,0.28125
2017-12-22,Early-morning peak,7,32,6.1156250000000005,0.21875
2017-12-22,Evening peak,6,32,6.1156250000000005,0.1875
2017-12-22,Late-afternoon peak,6,32,6.1156250000000005,0.1875
2017-12-22,Morning peak,4,32,6.1156250000000005,0.125
2017-12-23,All-daytime plateau,7,29,11.088541666666666,0.2413793103448276
2017-12-23,Evening peak,9,29,11.088541666666666,0.3103448275862069
2017-12-23,Late-afternoon peak,4,29,11.088541666666666,0.13793103448275862
2017-12-23,Morning peak,9,29,11.088541666666666,0.3103448275862069
2017-12-24,All-daytime plateau,13,27,11.296842105263158,0.48148148148148145
2017-12-24,Evening peak,4,27,11.296842105263158,0.14814814814814814
2017-12-24,Late-afternoon peak,2,27,11.296842105263158,0.07407407407407407
2017-12-24,Morning peak,8,27,11.296842105263158,0.2962962962962963
2017-12-26,All-daytime plateau,10,25,1.33125,0.4
2017-12-26,Evening peak,7,25,1.33125,0.28
2017-12-26,Late-afternoon peak,2,25,1.33125,0.08
2017-12-26,Morning peak,6,25,1.33125,0.24
2017-12-28,All-daytime plateau,9,27,0.5041666666666667,0.3333333333333333
